행정구역,2020년06월_계_총인구수,2020년06월_계_연령구간인구수,2020년06월_계_0~4세,2020년06월_계_5~9세,2020년06월_계_10~14세,2020년06월_계_15~19세,2020년06월_계_20~24세,2020년06월_계_25~29세,2020년06월_계_30~34세,2020년06월_계_35~39세,2020년06월_계_40~44세,2020년06월_계_45~49세,2020년06월_계_50~54세,2020년06월_계_55~59세,2020년06월_계_60~64세,2020년06월_계_65~69세,2020년06월_계_70~74세,2020년06월_계_75~79세,2020년06월_계_80~84세,2020년06월_계_85~89세,2020년06월_계_90~94세,2020년06월_계_95~99세,2020년06월_계_100세 이상,2020년06월_남_총인구수,2020년06월_남_연령구간인구수,2020년06월_남_0~4세,2020년06월_남_5~9세,2020년06월_남_10~14세,2020년06월_남_15~19세,2020년06월_남_20~24세,2020년06월_남_25~29세,2020년06월_남_30~34세,2020년06월_남_35~39세,2020년06월_남_40~44세,2020년06월_남_45~49세,2020년06월_남_50~54세,2020년06월_남_55~59세,2020년06월_남_60~64세,2020년06월_남_65~69세,2020년06월_남_70~74세,2020년06월_남_75~79세,2020년06월_남_80~84세,2020년06월_남_85~89세,2020년06월_남_90~94세,2020년06월_남_95~99세,2020년06월_남_100세 이상,2020년06월_여_총인구수,2020년06월_여_연령구간인구수,2020년06월_여_0~4세,2020년06월_여_5~9세,2020년06월_여_10~14세,2020년06월_여_15~19세,2020년06월_여_20~24세,2020년06월_여_25~29세,2020년06월_여_30~34세,2020년06월_여_35~39세,2020년06월_여_40~44세,2020년06월_여_45~49세,2020년06월_여_50~54세,2020년06월_여_55~59세,2020년06월_여_60~64세,2020년06월_여_65~69세,2020년06월_여_70~74세,2020년06월_여_75~79세,2020년06월_여_80~84세,2020년06월_여_85~89세,2020년06월_여_90~94세,2020년06월_여_95~99세,2020년06월_여_100세 이상
경기도 화성시 (4159000000),"836,662","836,662","46,894","58,886","51,757","42,942","45,432","55,293","64,494","86,365","84,148","75,655","60,771","50,997","40,105","25,652","18,042","13,226","9,238","4,710","1,589",361,105,"433,894","433,894","24,140","30,043","26,375","21,994","23,909","30,397","33,581","44,750","44,619","40,780","32,676","27,271","20,640","12,784","8,760","5,815","3,547","1,369",335,76,33,"402,768","402,768","22,754","28,843","25,382","20,948","21,523","24,896","30,913","41,615","39,529","34,875","28,095","23,726","19,465","12,868","9,282","7,411","5,691","3,341","1,254",285,72
경기도 광주시 (4161000000),"377,525","377,525","16,581","19,211","16,513","17,085","21,164","23,383","24,365","34,293","32,221","33,388","31,847","30,769","27,637","18,252","12,545","9,015","5,358","2,595",948,258,97,"193,232","193,232","8,476","9,923","8,373","8,884","11,256","12,267","12,615","18,035","17,120","17,623","16,336","15,562","13,892","9,141","6,197","4,263","2,166",811,213,56,23,"184,293","184,293","8,105","9,288","8,140","8,201","9,908","11,116","11,750","16,258","15,101","15,765","15,511","15,207","13,745","9,111","6,348","4,752","3,192","1,784",735,202,74
경기도 양주시 (4163000000),"226,015","226,015","8,381","11,416","11,676","12,235","13,708","13,212","11,860","15,754","17,767","21,240","19,416","17,919","16,473","11,091","8,823","7,224","4,614","2,179",746,215,66,"114,757","114,757","4,310","5,807","5,912","6,318","7,295","7,146","6,243","8,030","8,974","11,118","10,143","9,433","8,379","5,444","4,186","3,227","1,864",687,177,54,10,"111,258","111,258","4,071","5,609","5,764","5,917","6,413","6,066","5,617","7,724","8,793","10,122","9,273","8,486","8,094","5,647","4,637","3,997","2,750","1,492",569,161,56
경기도 포천시 (4165000000),"148,015","148,015","3,816","5,128","5,684","6,941","9,033","8,910","7,108","7,766","8,819","12,098","14,120","15,371","14,570","8,888","6,735","5,723","4,263","2,007",737,226,72,"78,233","78,233","2,001","2,643","2,993","3,619","5,096","5,319","3,959","4,247","4,673","6,565","7,754","8,448","7,978","4,695","3,278","2,457","1,614",648,153,66,27,"69,782","69,782","1,815","2,485","2,691","3,322","3,937","3,591","3,149","3,519","4,146","5,533","6,366","6,923","6,592","4,193","3,457","3,266","2,649","1,359",584,160,45
경기도 여주시 (4167000000),"111,341","111,341","3,185","4,439","4,547","5,152","6,232","5,857","5,097","6,653","7,344","8,735","9,680","10,452","10,116","7,681","5,305","4,871","3,425","1,743",619,161,47,"56,582","56,582","1,605","2,325","2,376","2,643","3,317","3,317","2,751","3,387","3,759","4,587","5,102","5,473","5,157","3,894","2,642","2,148","1,347",566,142,27,17,"54,759","54,759","1,580","2,114","2,171","2,509","2,915","2,540","2,346","3,266","3,585","4,148","4,578","4,979","4,959","3,787","2,663","2,723","2,078","1,177",477,134,30
경기도 연천군 (4180000000),"43,618","43,618","1,380","1,482","1,468","1,762","2,455","2,953","2,103","2,187","2,163","2,861","3,231","4,013","4,281","3,040","2,648","2,410","1,867",869,318,81,46,"22,851","22,851",714,752,779,948,"1,518","1,914","1,241","1,183","1,145","1,600","1,747","2,140","2,222","1,543","1,252","1,035",681,309,90,23,15,"20,767","20,767",666,730,689,814,937,"1,039",862,"1,004","1,018","1,261","1,484","1,873","2,059","1,497","1,396","1,375","1,186",560,228,58,31
경기도 가평군 (4182000000),"62,662","62,662","1,547","1,958","2,164","2,626","3,074","3,121","2,706","3,189","3,506","4,504","5,243","6,246","6,764","5,024","3,530","3,327","2,374","1,203",394,116,46,"32,242","32,242",763,968,"1,130","1,410","1,725","1,800","1,485","1,693","1,844","2,473","2,806","3,297","3,495","2,585","1,725","1,521",980,389,100,35,18,"30,420","30,420",784,990,"1,034","1,216","1,349","1,321","1,221","1,496","1,662","2,031","2,437","2,949","3,269","2,439","1,805","1,806","1,394",814,294,81,28
경기도 양평군 (4183000000),"117,701","117,701","3,017","4,417","4,836","4,867","5,293","5,198","4,646","6,312","7,308","9,059","9,416","11,489","12,229","9,665","6,968","5,881","4,026","2,064",758,184,68,"59,048","59,048","1,503","2,290","2,486","2,652","2,877","2,912","2,412","3,138","3,660","4,750","4,893","5,809","6,103","4,718","3,534","2,775","1,645",653,178,46,14,"58,653","58,653","1,514","2,127","2,350","2,215","2,416","2,286","2,234","3,174","3,648","4,309","4,523","5,680","6,126","4,947","3,434","3,106","2,381","1,411",580,138,54
강원도  (4200000000),"1,539,282","1,539,282","46,487","61,154","64,389","75,375","94,121","84,920","75,041","93,362","101,471","124,372","131,098","137,468","137,620","95,317","68,883","66,836","47,569","22,118","8,652","2,202",827,"774,325","774,325","23,769","31,318","33,306","39,551","52,194","48,232","40,237","47,912","51,570","64,708","68,123","69,750","68,971","46,724","32,300","28,383","18,212","6,336","1,881",593,255,"764,957","764,957","22,718","29,836","31,083","35,824","41,927","36,688","34,804","45,450","49,901","59,664","62,975","67,718","68,649","48,593","36,583","38,453","29,357","15,782","6,771","1,609",572
강원도 춘천시 (4211000000),"281,400","281,400","9,409","12,514","12,710","14,588","19,198","17,746","15,577","18,885","19,323","23,236","23,562","23,445","22,047","14,833","10,513","10,537","7,694","3,609","1,481",386,107,"138,835","138,835","4,791","6,445","6,596","7,618","10,105","9,567","8,005","9,469","9,517","11,582","11,939","11,627","10,714","7,119","4,749","4,430","2,953","1,121",328,113,47,"142,565","142,565","4,618","6,069","6,114","6,970","9,093","8,179","7,572","9,416","9,806","11,654","11,623","11,818","11,333","7,714","5,764","6,107","4,741","2,488","1,153",273,60
강원도 원주시 (4213000000),"352,201","352,201","12,412","16,291","17,430","18,822","23,070","22,152","20,435","24,980","26,508","30,943","30,826","29,534","26,923","16,728","10,973","10,613","7,924","3,778","1,426",328,105,"174,812","174,812","6,392","8,241","8,982","9,834","12,320","11,710","10,497","12,532","13,017","15,349","15,548","14,817","13,420","8,173","5,069","4,434","2,983","1,073",305,93,23,"177,389","177,389","6,020","8,050","8,448","8,988","10,750","10,442","9,938","12,448","13,491","15,594","15,278","14,717","13,503","8,555","5,904","6,179","4,941","2,705","1,121",235,82
강원도 강릉시 (4215000000),"212,863","212,863","5,805","7,985","8,802","10,670","13,614","11,433","9,514","12,450","14,415","18,082","18,124","18,510","19,008","13,692","10,109","9,340","6,473","3,146","1,264",321,106,"105,593","105,593","3,003","4,119","4,622","5,603","7,297","6,391","5,207","6,303","7,214","9,381","9,214","9,095","9,228","6,447","4,702","3,985","2,496",935,259,64,28,"107,270","107,270","2,802","3,866","4,180","5,067","6,317","5,042","4,307","6,147","7,201","8,701","8,910","9,415","9,780","7,245","5,407","5,355","3,977","2,211","1,005",257,78
강원도 동해시 (4217000000),"90,454","90,454","2,773","4,009","4,166","4,705","5,133","4,190","3,812","5,639","6,598","8,149","7,920","7,707","7,762","5,644","4,168","3,883","2,458","1,208",386,114,30,"45,832","45,832","1,392","2,101","2,160","2,472","3,032","2,444","2,090","2,886","3,357","4,333","4,130","3,933","3,741","2,716","1,970","1,653",966,342,84,21,9,"44,622","44,622","1,381","1,908","2,006","2,233","2,101","1,746","1,722","2,753","3,241","3,816","3,790","3,774","4,021","2,928","2,198","2,230","1,492",866,302,93,21
강원도 태백시 (4219000000),"43,203","43,203","1,068","1,660","1,813","2,099","2,185","1,505","1,560","2,426","3,050","3,492","3,748","3,758","4,242","3,343","2,594","2,287","1,463",588,198,62,62,"21,839","21,839",565,847,917,"1,119","1,249",852,845,"1,237","1,587","1,892","2,057","1,957","2,140","1,576","1,161","1,022",560,175,43,12,26,"21,364","21,364",503,813,896,980,936,653,715,"1,189","1,463","1,600","1,691","1,801","2,102","1,767","1,433","1,265",903,413,155,50,36
강원도 속초시 (4221000000),"82,059","82,059","2,540","3,370","3,400","4,154","4,703","4,221","4,056","5,232","5,538","6,986","7,513","7,620","7,310","4,919","3,593","3,157","2,174",945,489,105,34,"40,583","40,583","1,297","1,686","1,730","2,175","2,607","2,413","2,197","2,755","2,756","3,471","3,744","3,716","3,561","2,360","1,617","1,307",817,233,98,30,13,"41,476","41,476","1,243","1,684","1,670","1,979","2,096","1,808","1,859","2,477","2,782","3,515","3,769","3,904","3,749","2,559","1,976","1,850","1,357",712,391,75,21
강원도 삼척시 (4223000000),"65,753","65,753","1,738","2,250","2,300","2,886","4,557","2,845","2,569","3,450","3,939","5,136","5,500","5,980","6,219","4,623","3,709","3,529","2,553","1,359",457,104,50,"33,329","33,329",862,"1,162","1,212","1,518","2,534","1,644","1,383","1,852","2,104","2,929","3,015","3,094","3,127","2,285","1,789","1,384",928,386,90,19,12,"32,424","32,424",876,"1,088","1,088","1,368","2,023","1,201","1,186","1,598","1,835","2,207","2,485","2,886","3,092","2,338","1,920","2,145","1,625",973,367,85,38
강원도 홍천군 (4272000000),"68,998","68,998","1,723","2,159","2,391","2,902","3,513","3,246","2,865","3,361","3,680","4,685","5,696","7,222","7,817","5,497","3,790","3,534","2,900","1,363",497,115,42,"35,452","35,452",873,"1,078","1,220","1,526","2,041","2,006","1,611","1,774","1,945","2,556","3,012","3,778","4,039","2,860","1,922","1,540","1,131",359,130,42,9,"33,546","33,546",850,"1,081","1,171","1,376","1,472","1,240","1,254","1,587","1,735","2,129","2,684","3,444","3,778","2,637","1,868","1,994","1,769","1,004",367,73,33
강원도 횡성군 (4273000000),"46,442","46,442",976,"1,262","1,476","2,169","2,139","1,748","1,536","1,989","2,206","2,953","3,947","4,923","5,790","4,030","2,841","2,784","2,144",990,401,106,32,"23,787","23,787",530,644,749,"1,163","1,186","1,014",818,"1,042","1,227","1,648","2,111","2,582","2,976","2,126","1,447","1,252",882,259,91,29,11,"22,655","22,655",446,618,727,"1,006",953,734,718,947,979,"1,305","1,836","2,341","2,814","1,904","1,394","1,532","1,262",731,310,77,21
강원도 영월군 (4275000000),"38,840","38,840",703,"1,017","1,169","1,839","1,927","1,363","1,238","1,629","1,952","2,793","3,398","4,053","4,436","3,430","2,408","2,488","1,786",816,274,71,50,"20,054","20,054",380,539,617,"1,005","1,060",818,689,873,"1,073","1,555","1,901","2,190","2,348","1,740","1,169","1,061",702,224,69,27,14,"18,786","18,786",323,478,552,834,867,545,549,756,879,"1,238","1,497","1,863","2,088","1,690","1,239","1,427","1,084",592,205,44,36
강원도 평창군 (4276000000),"41,739","41,739",800,"1,150","1,360","1,628","1,869","1,527","1,407","1,836","2,291","3,118","3,748","4,403","5,028","3,560","2,603","2,437","1,836",754,252,91,41,"21,339","21,339",396,570,722,864,"1,064",894,757,998,"1,246","1,710","2,047","2,289","2,632","1,813","1,246","1,084",726,193,50,27,11,"20,400","20,400",404,580,638,764,805,633,650,838,"1,045","1,408","1,701","2,114","2,396","1,747","1,357","1,353","1,110",561,202,64,30
강원도 정선군 (4277000000),"37,046","37,046",733,"1,065","1,223","1,387","1,619","1,249","1,396","1,846","2,195","2,793","3,312","3,828","4,278","3,046","2,284","2,255","1,484",663,249,93,48,"19,236","19,236",380,553,625,721,903,723,790,"1,039","1,226","1,668","1,878","2,010","2,283","1,555","1,084",960,560,180,52,27,19,"17,810","17,810",353,512,598,666,716,526,606,807,969,"1,125","1,434","1,818","1,995","1,491","1,200","1,295",924,483,197,66,29
강원도 철원군 (4278000000),"44,987","44,987","1,664","1,707","1,811","2,078","2,850","3,087","2,334","2,440","2,592","3,203","3,419","3,929","3,838","2,659","2,344","2,475","1,560",599,299,53,46,"23,401","23,401",839,875,949,"1,073","1,837","2,031","1,353","1,259","1,363","1,759","1,807","2,097","1,926","1,218","1,117","1,033",588,190,63,12,12,"21,586","21,586",825,832,862,"1,005","1,013","1,056",981,"1,181","1,229","1,444","1,612","1,832","1,912","1,441","1,227","1,442",972,409,236,41,34
강원도 화천군 (4279000000),"24,717","24,717",903,953,834,984,"1,715","2,113","1,519","1,328","1,269","1,504","1,833","2,146","2,139","1,494","1,168","1,293",912,393,160,42,15,"13,372","13,372",441,486,403,523,"1,168","1,482",929,728,712,798,989,"1,163","1,158",787,531,548,339,128,34,18,7,"11,345","11,345",462,467,431,461,547,631,590,600,557,706,844,983,981,707,637,745,573,265,126,24,8
강원도 양구군 (4280000000),"22,332","22,332",864,923,826,"1,285","1,389","1,675","1,282","1,326","1,183","1,393","1,589","2,015","1,961","1,293",918,"1,144",745,361,111,36,13,"11,789","11,789",421,483,430,634,910,"1,123",747,697,623,780,848,"1,067","1,035",681,402,495,273,98,27,10,5,"10,543","10,543",443,440,396,651,479,552,535,629,560,613,741,948,926,612,516,649,472,263,84,26,8
강원도 인제군 (4281000000),"31,554","31,554","1,239","1,309","1,118","1,175","1,856","2,252","1,873","2,003","1,903","2,090","2,365","2,968","2,998","1,957","1,305","1,439",999,449,190,52,14,"17,052","17,052",635,685,564,626,"1,220","1,496","1,129","1,101","1,037","1,181","1,296","1,533","1,646","1,025",643,658,383,121,46,22,5,"14,502","14,502",604,624,554,549,636,756,744,902,866,909,"1,069","1,435","1,352",932,662,781,616,328,144,30,9
강원도 고성군 (4282000000),"26,886","26,886",566,724,727,936,"1,476","1,490","1,065","1,166","1,259","1,846","2,236","2,696","2,862","2,169","1,729","1,808","1,230",554,268,63,16,"13,884","13,884",283,380,386,505,911,971,645,626,700,"1,040","1,252","1,398","1,510","1,072",780,750,443,153,61,15,3,"13,002","13,002",283,344,341,431,565,519,420,540,559,806,984,"1,298","1,352","1,097",949,"1,058",787,401,207,48,13
강원도 양양군 (4283000000),"27,808","27,808",571,806,833,"1,068","1,308","1,078","1,003","1,376","1,570","1,970","2,362","2,731","2,962","2,400","1,834","1,833","1,234",543,250,60,16,"14,136","14,136",289,424,422,572,750,653,545,741,866,"1,076","1,335","1,404","1,487","1,171",902,787,482,166,51,12,1,"13,672","13,672",282,382,411,496,558,425,458,635,704,894,"1,027","1,327","1,475","1,229",932,"1,046",752,377,199,48,15
충청북도  (4300000000),"1,597,593","1,597,593","55,062","71,407","71,848","79,215","99,254","99,242","88,486","108,543","112,094","130,056","137,421","136,536","126,880","88,086","62,110","57,520","42,747","21,659","7,244","1,625",558,"809,657","809,657","28,354","36,319","37,141","41,520","53,839","56,507","47,677","56,519","58,098","67,418","70,596","70,336","64,257","43,321","29,569","24,101","15,728","6,214","1,621",367,155,"787,936","787,936","26,708","35,088","34,707","37,695","45,415","42,735","40,809","52,024","53,996","62,638","66,825","66,200","62,623","44,765","32,541","33,419","27,019","15,445","5,623","1,258",403
충청북도 청주시 (4311000000),"842,821","842,821","33,300","42,542","41,718","45,172","57,890","61,727","54,517","64,918","64,865","71,918","71,584","66,072","56,398","36,916","25,224","21,522","15,312","7,770","2,670",595,191,"424,561","424,561","17,089","21,592","21,591","23,675","30,730","34,454","28,924","33,393","33,035","36,130","35,536","33,426","27,846","17,862","11,830","9,016","5,512","2,202",545,124,49,"418,260","418,260","16,211","20,950","20,127","21,497","27,160","27,273","25,593","31,525","31,830","35,788","36,048","32,646","28,552","19,054","13,394","12,506","9,800","5,568","2,125",471,142
충청북도 청주시 상당구 (4311100000),"184,165","184,165","6,511","9,135","8,964","10,475","12,445","11,285","9,463","12,489","13,559","16,033","16,462","15,626","13,353","9,200","6,383","5,698","4,069","2,005",787,165,58,"91,750","91,750","3,295","4,664","4,653","5,483","6,733","6,169","4,864","6,301","6,776","7,949","8,107","7,973","6,642","4,527","2,981","2,359","1,462",575,185,41,11,"92,415","92,415","3,216","4,471","4,311","4,992","5,712","5,116","4,599","6,188","6,783","8,084","8,355","7,653","6,711","4,673","3,402","3,339","2,607","1,430",602,124,47
충청북도 청주시 서원구 (4311200000),"198,950","198,950","6,098","8,712","9,778","11,314","14,934","13,889","10,730","13,056","14,236","17,540","18,098","16,892","14,814","9,636","6,708","5,678","3,939","2,033",676,139,50,"98,807","98,807","3,130","4,402","5,060","5,957","7,928","7,746","5,649","6,525","7,074","8,577","8,863","8,378","7,227","4,572","3,089","2,404","1,493",562,133,23,15,"100,143","100,143","2,968","4,310","4,718","5,357","7,006","6,143","5,081","6,531","7,162","8,963","9,235","8,514","7,587","5,064","3,619","3,274","2,446","1,471",543,116,35
충청북도 청주시 흥덕구 (4311300000),"265,681","265,681","11,242","13,374","12,926","13,944","18,692","22,553","19,695","21,661","20,698","22,769","22,635","20,402","16,322","10,241","6,614","5,352","3,764","1,981",630,150,36,"134,660","134,660","5,749","6,785","6,699","7,292","9,767","12,515","10,468","11,237","10,526","11,490","11,166","10,412","8,102","4,970","3,189","2,245","1,319",575,116,32,6,"131,021","131,021","5,493","6,589","6,227","6,652","8,925","10,038","9,227","10,424","10,172","11,279","11,469","9,990","8,220","5,271","3,425","3,107","2,445","1,406",514,118,30
충청북도 청주시 청원구 (4311400000),"194,025","194,025","9,449","11,321","10,050","9,439","11,819","14,000","14,629","17,712","16,372","15,576","14,389","13,152","11,909","7,839","5,519","4,794","3,540","1,751",577,141,47,"99,344","99,344","4,915","5,741","5,179","4,943","6,302","8,024","7,943","9,330","8,659","8,114","7,400","6,663","5,875","3,793","2,571","2,008","1,238",490,111,28,17,"94,681","94,681","4,534","5,580","4,871","4,496","5,517","5,976","6,686","8,382","7,713","7,462","6,989","6,489","6,034","4,046","2,948","2,786","2,302","1,261",466,113,30
충청북도 충주시 (4313000000),"210,173","210,173","6,442","8,522","9,024","10,154","12,392","11,895","10,522","13,193","14,118","17,135","18,753","19,091","17,953","12,567","8,771","8,702","6,463","3,200",980,227,69,"106,312","106,312","3,310","4,283","4,647","5,334","6,942","6,975","5,808","6,957","7,226","8,832","9,635","9,766","9,166","6,105","4,043","3,676","2,385",898,247,61,16,"103,861","103,861","3,132","4,239","4,377","4,820","5,450","4,920","4,714","6,236","6,892","8,303","9,118","9,325","8,787","6,462","4,728","5,026","4,078","2,302",733,166,53
충청북도 제천시 (4315000000),"133,395","133,395","3,856","5,191","5,473","6,474","8,210","6,588","5,813","7,523","8,160","10,522","11,922","12,279","12,777","9,293","6,261","6,095","4,196","1,888",637,163,74,"66,925","66,925","1,996","2,626","2,777","3,399","4,464","3,771","3,085","3,864","4,206","5,424","6,150","6,203","6,387","4,580","2,954","2,640","1,615",580,143,36,25,"66,470","66,470","1,860","2,565","2,696","3,075","3,746","2,817","2,728","3,659","3,954","5,098","5,772","6,076","6,390","4,713","3,307","3,455","2,581","1,308",494,127,49
충청북도 보은군 (4372000000),"32,578","32,578",656,863,953,"1,193","1,369","1,064",981,"1,306","1,406","1,986","2,621","3,382","3,718","2,892","2,261","2,311","2,009","1,095",411,74,27,"16,406","16,406",343,448,528,620,791,630,555,711,788,"1,112","1,463","1,836","1,951","1,435","1,106",918,736,325,98,11,1,"16,172","16,172",313,415,425,573,578,434,426,595,618,874,"1,158","1,546","1,767","1,457","1,155","1,393","1,273",770,313,63,26
충청북도 옥천군 (4373000000),"50,802","50,802","1,044","1,660","1,851","2,094","2,522","1,953","1,647","2,365","2,766","3,582","4,180","4,921","5,324","4,309","3,200","3,030","2,353","1,413",466,93,29,"25,585","25,585",551,865,965,"1,098","1,420","1,127",869,"1,213","1,471","1,966","2,236","2,617","2,754","2,176","1,599","1,246",855,414,119,17,7,"25,217","25,217",493,795,886,996,"1,102",826,778,"1,152","1,295","1,616","1,944","2,304","2,570","2,133","1,601","1,784","1,498",999,347,76,22
충청북도 영동군 (4374000000),"47,736","47,736","1,113","1,344","1,529","1,966","2,769","1,718","1,527","1,909","2,274","3,214","3,916","4,634","4,954","3,947","3,205","3,275","2,581","1,284",443,98,36,"23,723","23,723",603,676,799,974,"1,511","1,020",809,"1,008","1,191","1,803","2,122","2,393","2,546","1,979","1,496","1,323",944,391,104,21,10,"24,013","24,013",510,668,730,992,"1,258",698,718,901,"1,083","1,411","1,794","2,241","2,408","1,968","1,709","1,952","1,637",893,339,77,26
충청북도 증평군 (4374500000),"37,178","37,178","1,514","1,923","1,712","1,717","2,174","2,367","2,174","2,667","2,712","2,988","3,119","2,976","2,840","1,996","1,382","1,282",981,477,135,31,11,"19,285","19,285",786,969,896,884,"1,181","1,443","1,218","1,452","1,466","1,624","1,654","1,556","1,456",987,668,509,375,114,37,7,3,"17,893","17,893",728,954,816,833,993,924,956,"1,215","1,246","1,364","1,465","1,420","1,384","1,009",714,773,606,363,98,24,8
충청북도 진천군 (4375000000),"81,742","81,742","3,389","4,241","4,055","3,949","4,264","4,705","4,796","6,425","6,494","6,679","6,847","6,674","5,823","4,019","2,865","2,644","2,283","1,120",370,82,18,"42,813","42,813","1,758","2,180","2,096","2,099","2,387","2,791","2,677","3,448","3,538","3,690","3,762","3,622","3,045","1,977","1,430","1,075",845,303,73,13,4,"38,929","38,929","1,631","2,061","1,959","1,850","1,877","1,914","2,119","2,977","2,956","2,989","3,085","3,052","2,778","2,042","1,435","1,569","1,438",817,297,69,14
충청북도 괴산군 (4376000000),"37,493","37,493",543,751,916,"1,156","1,641","1,283","1,116","1,376","1,607","2,269","3,224","4,151","4,715","3,607","2,709","2,715","2,133","1,117",359,77,28,"19,202","19,202",286,374,433,631,962,774,643,764,888,"1,341","1,802","2,187","2,557","1,801","1,402","1,113",816,324,75,22,7,"18,291","18,291",257,377,483,525,679,509,473,612,719,928,"1,422","1,964","2,158","1,806","1,307","1,602","1,317",793,284,55,21
충청북도 음성군 (4377000000),"94,288","94,288","2,695","3,634","3,702","4,213","4,767","4,876","4,505","5,660","6,321","7,728","8,678","9,165","8,758","5,974","4,228","4,026","2,992","1,622",557,133,54,"49,951","49,951","1,371","1,920","1,924","2,206","2,729","2,898","2,595","3,087","3,514","4,386","4,854","5,041","4,683","3,104","2,100","1,782","1,104",460,129,39,25,"44,337","44,337","1,324","1,714","1,778","2,007","2,038","1,978","1,910","2,573","2,807","3,342","3,824","4,124","4,075","2,870","2,128","2,244","1,888","1,162",428,94,29
충청북도 단양군 (4380000000),"29,387","29,387",510,736,915,"1,127","1,256","1,066",888,"1,201","1,371","2,035","2,577","3,191","3,620","2,566","2,004","1,918","1,444",673,216,52,21,"14,894","14,894",261,386,485,600,722,624,494,622,775,"1,110","1,382","1,689","1,866","1,315",941,803,541,203,51,16,8,"14,493","14,493",249,350,430,527,534,442,394,579,596,925,"1,195","1,502","1,754","1,251","1,063","1,115",903,470,165,36,13
충청남도  (4400000000),"2,119,771","2,119,771","76,640","100,846","100,034","104,554","121,635","120,966","120,965","152,381","155,652","173,122","167,609","172,213","155,842","113,945","90,529","79,171","63,985","34,998","11,261","2,518",905,"1,081,224","1,081,224","39,082","51,809","51,724","54,454","66,264","67,608","65,595","81,201","82,618","92,663","88,855","90,372","78,597","55,824","43,405","33,119","23,632","10,964","2,720",512,206,"1,038,547","1,038,547","37,558","49,037","48,310","50,100","55,371","53,358","55,370","71,180","73,034","80,459","78,754","81,841","77,245","58,121","47,124","46,052","40,353","24,034","8,541","2,006",699
충청남도 천안시 (4413000000),"657,514","657,514","28,442","35,144","33,740","35,479","45,754","50,205","49,373","57,511","54,479","57,471","53,616","48,970","37,334","23,331","16,495","13,149","9,720","5,007","1,708",417,169,"335,230","335,230","14,510","17,945","17,530","18,337","23,771","26,495","26,379","30,340","28,448","29,328","27,228","25,485","19,014","11,529","7,795","5,517","3,548","1,499",391,96,45,"322,284","322,284","13,932","17,199","16,210","17,142","21,983","23,710","22,994","27,171","26,031","28,143","26,388","23,485","18,320","11,802","8,700","7,632","6,172","3,508","1,317",321,124
충청남도 천안시 동남구 (4413100000),"258,996","258,996","8,906","12,254","12,852","13,848","17,926","17,549","15,071","18,986","20,464","22,852","22,121","21,954","17,972","11,872","8,456","6,853","5,151","2,680",908,236,85,"131,239","131,239","4,580","6,297","6,673","7,170","9,389","9,427","8,094","9,744","10,547","11,772","11,241","11,330","9,071","5,899","4,072","2,927","1,910",813,204,57,22,"127,757","127,757","4,326","5,957","6,179","6,678","8,537","8,122","6,977","9,242","9,917","11,080","10,880","10,624","8,901","5,973","4,384","3,926","3,241","1,867",704,179,63
충청남도 천안시 서북구 (4413300000),"398,518","398,518","19,536","22,890","20,888","21,631","27,828","32,656","34,302","38,525","34,015","34,619","31,495","27,016","19,362","11,459","8,039","6,296","4,569","2,327",800,181,84,"203,991","203,991","9,930","11,648","10,857","11,167","14,382","17,068","18,285","20,596","17,901","17,556","15,987","14,155","9,943","5,630","3,723","2,590","1,638",686,187,39,23,"194,527","194,527","9,606","11,242","10,031","10,464","13,446","15,588","16,017","17,929","16,114","17,063","15,508","12,861","9,419","5,829","4,316","3,706","2,931","1,641",613,142,61
충청남도 공주시 (4415000000),"105,440","105,440","2,508","3,561","3,821","4,625","6,287","5,188","4,453","5,353","5,984","7,606","8,463","10,237","10,158","7,657","5,950","5,480","4,447","2,628",813,160,61,"52,838","52,838","1,284","1,871","1,953","2,409","3,370","3,020","2,427","2,825","3,154","4,010","4,435","5,241","5,072","3,821","2,923","2,284","1,614",852,226,34,13,"52,602","52,602","1,224","1,690","1,868","2,216","2,917","2,168","2,026","2,528","2,830","3,596","4,028","4,996","5,086","3,836","3,027","3,196","2,833","1,776",587,126,48
충청남도 보령시 (4418000000),"100,647","100,647","2,646","3,718","3,961","4,528","5,095","4,521","4,100","5,567","6,374","7,811","8,017","9,315","9,260","7,363","6,054","5,133","4,096","2,138",722,168,60,"50,987","50,987","1,342","1,865","2,032","2,380","2,956","2,670","2,222","2,992","3,488","4,292","4,358","4,883","4,596","3,518","2,839","2,148","1,536",662,168,27,13,"49,660","49,660","1,304","1,853","1,929","2,148","2,139","1,851","1,878","2,575","2,886","3,519","3,659","4,432","4,664","3,845","3,215","2,985","2,560","1,476",554,141,47
충청남도 아산시 (4420000000),"313,054","313,054","14,490","19,411","17,831","16,360","17,454","18,324","20,365","28,589","28,060","27,328","23,837","21,641","18,105","12,481","9,699","8,160","6,257","3,289","1,018",241,114,"162,398","162,398","7,417","9,987","9,112","8,478","9,581","10,337","10,779","15,321","15,140","14,971","12,896","11,637","9,135","6,052","4,466","3,415","2,365",994,225,55,35,"150,656","150,656","7,073","9,424","8,719","7,882","7,873","7,987","9,586","13,268","12,920","12,357","10,941","10,004","8,970","6,429","5,233","4,745","3,892","2,295",793,186,79
